note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,1,1.0,67.0,3.0,12.0,0.0
2,2,1.0,64.0,1.0,12.0,12.0
3,2,2.0,65.0,1.5,12.0,16.0
4,2,3.5,64.0,0.5,12.0,22.0
5,3,1.0,64.0,1.0,12.0,24.0
6,3,2.0,69.0,1.5,12.0,28.0
7,3,3.5,67.0,0.5,12.0,34.0
8,4,1.0,67.0,1.5,12.0,36.0
9,4,2.5,66.0,0.5,12.0,42.0
10,4,3.0,66.0,0.5,12.0,44.0
11,4,3.5,64.0,0.5,12.0,46.0
12,5,1.0,67.0,1.0,12.0,48.0
13,5,2.0,62.0,1.0,12.0,52.0
14,5,3.0,67.0,1.0,12.0,56.0
15,6,1.0,64.0,0.5,12.0,60.0
16,6,1.5,65.0,0.5,12.0,62.0
17,6,2.0,64.0,0.5,12.0,64.0
18,6,2.5,69.0,1.0,12.0,66.0
19,6,3.5,67.0,0.5,12.0,70.0
20,7,1.0,64.0,0.75,12.0,72.0
21,7,1.75,65.0,0.25,12.0,75.0
22,7,2.0,67.0,1.0,12.0,76.0
23a,7,3.0,60.0,1.0,12.0,80.0
23b,7,3.0,69.0,1.0,12.0,80.0
24,8,1.0,62.0,1.0,12.0,84.0
25,8,2.5,62.0,1.0,12.0,90.0
26,8,3.5,64.0,0.5,12.0,94.0
27,9,1.0,65.0,0.5,12.0,96.0
28,9,1.5,64.0,0.5,12.0,98.0
29,9,2.0,62.0,1.0,12.0,100.0
30,9,3.0,60.0,1.0,12.0,104.0
31,10,1.0,62.0,2.0,12.0,108.0
32,10,3.0,67.0,1.0,12.0,116.0
33,11,1.0,69.0,0.5,12.0,120.0
34,11,1.5,65.0,1.0,12.0,122.0
35,11,2.5,62.0,0.5,12.0,126.0
36,11,3.0,64.0,1.0,12.0,128.0
37,12,1.5,62.0,0.5,12.0,134.0
38,12,2.0,64.0,0.75,12.0,136.0
39,12,2.75,65.0,0.25,12.0,139.0
40,12,3.0,62.0,1.0,12.0,140.0
41,13,1.5,62.0,0.5,12.0,146.0
42,13,2.0,60.0,0.5,12.0,148.0
43,13,2.5,64.0,0.5,12.0,150.0
44,13,3.0,65.0,0.25,12.0,152.0
45,13,3.25,64.0,0.375,12.0,153.0
46,13,3.625,62.0,0.125,12.0,154.5
47,13,3.75,60.0,0.25,12.0,155.0
48,14,1.0,59.0,1.0,12.0,156.0
49,15,1.0,57.0,1.0,12.0,168.0
50,15,2.0,55.0,0.5,12.0,172.0
51,15,2.5,60.0,1.0,12.0,174.0
52,15,3.5,59.0,0.5,12.0,178.0
53,16,1.0,60.0,1.0,12.0,180.0
54,16,2.0,62.0,0.5,12.0,184.0
55,16,2.5,59.0,0.5,12.0,186.0
56,16,3.0,57.0,1.0,12.0,188.0
57,17,1.0,55.0,1.0,12.0,192.0
58,17,2.5,67.0,0.5,12.0,198.0
59,17,3.0,64.0,0.5,12.0,200.0
60,17,3.5,65.0,0.5,12.0,202.0
61,18,1.0,67.0,1.0,12.0,204.0
62,18,2.0,64.0,1.0,12.0,208.0
63,18,3.0,65.0,0.5,12.0,212.0
64,18,3.5,62.0,0.5,12.0,214.0
65,19,1.5,69.0,0.75,12.0,218.0
66,19,2.25,67.0,0.25,12.0,221.0
67,19,2.5,67.0,1.0,12.0,222.0
68,19,3.5,66.0,0.5,12.0,226.0
69,20,1.0,67.0,2.0,12.0,228.0
70,21,1.0,60.0,1.0,12.0,240.0
71,21,2.0,62.0,0.5,12.0,244.0
72,21,2.5,65.0,1.0,12.0,246.0
73,21,3.5,67.0,0.5,12.0,250.0
74,22,1.0,64.0,1.0,12.0,252.0
75,22,2.0,62.0,1.0,12.0,256.0
76,22,3.0,67.0,1.0,12.0,260.0
77,23,1.0,65.0,0.5,12.0,264.0
78,23,1.5,64.0,1.0,12.0,266.0
79,23,2.5,64.0,0.5,12.0,270.0
80,23,3.0,65.0,0.5,12.0,272.0
81,23,3.5,62.0,0.5,12.0,274.0
82,24,1.0,64.0,0.5,12.0,276.0
83,24,1.5,60.0,1.0,12.0,278.0
84,24,2.5,55.0,0.5,12.0,282.0
85,24,3.0,57.0,0.75,12.0,284.0
86,24,3.75,59.0,0.25,12.0,287.0
87,25,1.0,60.0,1.0,12.0,288.0
88,25,2.5,59.0,0.5,12.0,294.0
89,25,3.0,57.0,0.5,12.0,296.0
90,25,3.5,60.0,0.5,12.0,298.0
