note_label,measure_number,beat_pos,midi_pitch,duration,time_signature,onset
1,1.0,1.0,67.0,3.0,12.0,0.0
2,2.0,1.0,64.0,1.0,12.0,12.0
3,2.0,2.0,65.0,1.5,12.0,16.0
4,2.0,3.5,64.0,0.5,12.0,22.0
5,3.0,1.0,64.0,1.0,12.0,24.0
6,3.0,2.0,69.0,1.5,12.0,28.0
7,3.0,3.5,67.0,0.5,12.0,34.0
8,4.0,1.0,67.0,2.0,12.0,36.0
9,4.0,3.0,64.0,0.5,12.0,44.0
10,4.0,3.5,62.0,0.5,12.0,46.0
11,5.0,1.0,64.0,1.0,12.0,48.0
12,5.0,2.0,62.0,0.5,12.0,52.0
13,5.0,2.5,62.0,1.0,12.0,54.0
14,5.0,3.5,60.0,0.25,12.0,58.0
15,5.0,3.75,59.0,0.25,12.0,59.0
16,6.0,1.0,57.0,1.0,12.0,60.0
17,6.0,2.0,55.0,1.0,12.0,64.0
18,6.0,3.5,67.0,0.5,12.0,70.0
19,7.0,1.25,65.0,0.25,12.0,73.0
20,7.0,1.5,67.0,0.5,12.0,74.0
21,7.0,2.0,69.0,0.5,12.0,76.0
22,7.0,2.5,65.0,0.5,12.0,78.0
23,7.0,3.0,67.0,0.75,12.0,80.0
24,7.0,3.75,65.0,0.25,12.0,83.0
25,8.0,1.0,64.0,0.5,12.0,84.0
26,8.0,1.5,62.0,1.0,12.0,86.0
27,8.0,2.5,67.0,0.5,12.0,90.0
28,8.0,3.0,64.0,0.5,12.0,92.0
29,8.0,3.5,65.0,0.5,12.0,94.0
30,9.0,1.0,67.0,0.5,12.0,96.0
31,9.0,1.5,69.0,0.75,12.0,98.0
32,9.0,2.25,67.0,0.25,12.0,101.0
33,9.0,2.5,67.0,1.0,12.0,102.0
34,9.0,3.5,66.0,0.5,12.0,106.0
35,10.0,1.0,67.0,3.0,12.0,108.0
36,11.0,1.5,64.0,0.75,12.0,122.0
37,11.0,2.25,62.0,0.25,12.0,125.0
38,11.0,2.5,64.0,0.5,12.0,126.0
39,11.0,3.0,65.0,0.5,12.0,128.0
40,11.0,3.5,67.0,0.5,12.0,130.0
41,12.0,1.0,65.0,0.25,12.0,132.0
42,12.0,1.25,64.0,0.25,12.0,133.0
43,12.0,1.5,62.0,0.25,12.0,134.0
44,12.0,1.75,60.0,0.25,12.0,135.0
45,12.0,2.0,59.0,0.5,12.0,136.0
46,12.0,2.5,64.0,1.0,12.0,138.0
47,12.0,3.5,62.0,0.5,12.0,142.0
48,13.0,1.0,64.0,0.5,12.0,144.0
49,13.0,1.5,60.0,1.0,12.0,146.0
50,13.0,2.5,60.0,0.5,12.0,150.0
51,13.0,3.0,62.0,0.25,12.0,152.0
52,13.0,3.25,59.0,0.5,12.0,153.0
53,13.0,3.75,55.0,0.25,12.0,155.0
54,14.0,1.0,57.0,0.5,12.0,156.0
55,14.0,1.5,55.0,0.5,12.0,158.0
56,14.0,2.5,64.0,0.5,12.0,162.0
57,14.0,3.0,62.0,0.25,12.0,164.0
58,14.0,3.25,65.0,0.5,12.0,165.0
59,14.0,3.75,67.0,0.25,12.0,167.0
60,15.0,1.0,64.0,0.5,12.0,168.0
61,15.0,1.5,62.0,0.75,12.0,170.0
62,15.0,2.25,60.0,0.25,12.0,173.0
63,15.0,2.5,60.0,1.0,12.0,174.0
64,15.0,3.5,59.0,0.5,12.0,178.0
65,16.0,1.0,60.0,1.0,12.0,180.0
66,16.0,3.0,62.0,0.5,12.0,188.0
67,16.0,3.5,64.0,0.5,12.0,190.0
68,17.0,1.5,65.0,0.5,12.0,194.0
69,17.0,2.0,62.0,1.0,12.0,196.0
70,17.0,3.0,60.0,1.0,12.0,200.0
71,18.0,1.0,64.0,0.5,12.0,204.0
72,18.0,1.5,65.0,0.25,12.0,206.0
73,18.0,1.75,67.0,0.5,12.0,207.0
74,18.0,2.25,65.0,0.25,12.0,209.0
75,18.0,2.5,64.0,0.25,12.0,210.0
76,18.0,2.75,62.0,0.25,12.0,211.0
77,18.0,3.0,62.0,1.0,12.0,212.0
78,19.0,1.5,67.0,0.5,12.0,218.0
79,19.0,2.0,69.0,0.5,12.0,220.0
80,19.0,2.5,64.0,0.5,12.0,222.0
81,19.0,3.0,66.0,0.75,12.0,224.0
82,19.0,3.75,64.0,0.25,12.0,227.0
83,20.0,1.0,67.0,3.0,12.0,228.0
84,23.0,1.0,67.0,1.0,12.0,264.0
85,23.0,2.0,67.0,1.0,12.0,268.0
86,23.0,3.0,67.0,1.0,12.0,272.0
87,24.0,1.0,64.0,2.0,12.0,276.0
88,24.0,3.0,60.0,1.0,12.0,284.0
